FarmId,datetime,SensorId,value
1,2019-01-17T16:03:18.752Z,2,3.7
1,2019-01-17T09:47:39.118Z,1,-3.5
1,2019-01-17T11:39:11.976Z,1,-3.1
1,2019-01-17T09:00:54.778Z,1,-3.8
1,2019-01-16T23:20:15.375Z,1,-7.2
1,2019-01-17T17:19:53.565Z,1,-4.2
1,2019-01-17T09:20:56.988Z,1,-3.4
1,2019-01-17T07:20:32.096Z,1,-4.3
1,2019-01-16T22:14:47.047Z,1,-7.7
1,2019-01-17T12:13:19.889Z,1,-2.6
1,2019-01-18T12:13:19.889Z,3,6.09
1,2019-01-18T12:13:19.889Z,2,2
1,2019-01-18T13:00:35.072Z,1,-3.3
1,2019-01-18T00:09:59.627Z,1,-6
1,2019-01-18T10:35:55.905Z,1,-3.2
1,2019-01-18T10:27:02.359Z,1,-3
1,2019-01-19T10:27:02.359Z,3,6.22
1,2019-01-19T10:27:02.359Z,2,1.8
1,2019-01-19T11:22:50.553Z,1,-4.1
1,2019-01-19T07:22:39.079Z,1,-6
1,2019-01-18T22:01:26.670Z,1,-10.5
1,2019-01-19T02:04:55.364Z,1,-7.7
1,2019-01-19T10:12:10.598Z,1,-4.6
1,2019-01-19T12:47:25.161Z,1,-5.6
1,2019-01-19T00:40:52.494Z,1,-9.4
1,2019-01-20T00:40:52.494Z,3,6.27
1,2019-01-20T00:40:52.494Z,2,0
1,2019-01-20T08:13:45.802Z,1,-10.7
1,2019-01-20T18:25:32.408Z,1,-11.5
1,2019-01-20T18:09:37.110Z,1,-12.1
1,2019-01-20T05:14:49.693Z,1,-11.4
1,2019-01-20T09:48:33.140Z,1,-9.4
1,2019-01-20T13:15:46.509Z,1,-9.7
1,2019-01-20T06:47:44.108Z,1,-10.9
1,2019-01-20T16:15:33.960Z,1,-12.2
1,2019-01-20T16:09:04.427Z,1,-10.9
1,2019-01-21T16:09:04.427Z,3,5.99
1,2019-01-21T16:09:04.427Z,2,0
1,2019-01-21T12:42:55.555Z,1,-1.8
1,2019-01-21T04:05:13.142Z,1,-3.9
1,2019-01-22T04:05:13.142Z,3,6.15
1,2019-01-22T04:05:13.142Z,2,0
1,2019-01-22T02:19:17.967Z,1,-15
1,2019-01-22T03:45:52.159Z,1,-13.8
1,2019-01-22T21:36:05.567Z,1,-16.6
1,2019-01-23T21:36:05.567Z,3,5.92
1,2019-01-23T21:36:05.567Z,2,1.9
1,2019-01-23T14:29:47.342Z,1,-9.9
1,2019-01-23T15:19:57.334Z,1,-10.3
1,2019-01-23T15:29:19.967Z,1,-12
1,2019-01-23T15:55:04.033Z,1,-10.4
1,2019-01-23T01:23:05.394Z,1,-13.3
1,2019-01-24T01:23:05.394Z,3,5.73
1,2019-01-24T01:23:05.394Z,2,0
1,2019-01-24T13:45:33.066Z,1,-12.3
1,2019-01-23T23:37:47.945Z,1,-16.3
1,2019-01-24T12:06:07.431Z,1,-11.2
1,2019-01-24T19:24:03.665Z,1,-14.9
1,2019-01-24T19:24:17.227Z,1,-15.1
1,2019-01-25T19:24:17.227Z,3,5.86
1,2019-01-25T19:24:17.227Z,2,2.1
1,2019-01-25T03:06:47.190Z,1,-5.9
1,2019-01-25T17:42:03.744Z,1,-6.2
1,2019-01-25T05:08:58.137Z,1,-4.6
1,2019-01-25T11:03:14.187Z,1,-3.4
1,2019-01-25T12:35:22.582Z,1,-4.7
1,2019-01-25T18:29:50.706Z,1,-5.9
1,2019-01-26T18:29:50.706Z,3,6.28
1,2019-01-26T18:29:50.706Z,2,0
1,2019-01-26T10:37:53.995Z,1,-2.9
1,2019-01-26T00:26:49.018Z,1,-5.4
1,2019-01-26T11:23:10.016Z,1,-2.4
1,2019-01-26T03:04:58.217Z,1,-3.9
1,2019-01-26T21:33:52.219Z,1,-5.9
1,2019-01-26T12:41:58.440Z,1,-3.1
1,2019-01-26T05:19:12.707Z,1,-2.8
1,2019-01-26T09:12:00.167Z,1,-2.1
1,2019-01-27T09:12:00.167Z,3,6.41
1,2019-01-27T09:12:00.167Z,2,0
1,2019-01-27T12:46:58.719Z,1,3.4
1,2019-01-27T21:57:53.747Z,1,-0.5
1,2019-01-27T01:27:12.375Z,1,1
1,2019-01-27T21:29:31.967Z,1,-0.7
1,2019-01-27T11:27:07.378Z,1,4.5
1,2019-01-26T23:42:29.204Z,1,-0.8
1,2019-01-27T01:32:02.868Z,1,-0.4
1,2019-01-28T01:32:02.868Z,3,5.98
1,2019-01-28T01:32:02.868Z,2,2
1,2019-01-28T00:40:03.254Z,1,-2
1,2019-01-28T11:12:58.965Z,1,2.7
1,2019-01-28T17:53:29.193Z,1,1.3
1,2019-01-27T23:37:20.548Z,1,-2.1
1,2019-01-28T11:16:47.503Z,1,3.1
1,2019-01-28T07:13:04.363Z,1,2.5
1,2019-01-28T07:04:26.081Z,1,2.4
1,2019-01-29T07:04:26.081Z,3,5.77
1,2019-01-29T07:04:26.081Z,2,0
1,2019-01-29T08:18:54.667Z,1,-0.6
1,2019-01-30T08:18:54.667Z,3,6.29
1,2019-01-30T08:18:54.667Z,2,0
1,2019-01-30T05:49:03.284Z,1,-1.1
1,2019-01-30T09:37:34.022Z,1,0.6
1,2019-01-30T18:08:46.049Z,1,-1.3
1,2019-01-30T19:06:13.936Z,1,-2.6
1,2019-01-30T06:43:08.713Z,1,-0.4
1,2019-01-30T02:43:34.820Z,1,-1.6
1,2019-01-30T13:01:49.130Z,1,0.4
1,2019-01-30T21:32:17.315Z,1,-2.5
1,2019-01-30T02:07:56.149Z,1,-1.4
1,2019-01-31T02:07:56.149Z,3,6.14
1,2019-01-31T02:07:56.149Z,2,1.6
1,2019-01-31T07:37:18.398Z,1,4.1
1,2019-01-31T16:24:00.493Z,1,1.6
1,2019-01-31T19:44:12.832Z,1,1.9
1,2019-01-31T09:26:05.902Z,1,3.4
1,2019-01-31T11:58:31.059Z,1,3.7
1,2019-01-31T01:24:12.311Z,1,0.9
1,2019-01-31T03:36:53.738Z,1,1.5
1,2019-01-31T05:50:53.175Z,1,2.3
1,2019-01-31T20:27:36.602Z,1,0.3
1,2019-02-01T20:27:36.602Z,3,5.76
1,2019-02-01T20:27:36.602Z,2,1.9
1,2019-02-01T19:13:35.932Z,1,-11.4
1,2019-02-01T20:57:44.079Z,1,-13.2
1,2019-02-01T15:36:27.739Z,1,-10.3
1,2019-02-01T21:47:38.296Z,1,-12.4
1,2019-02-01T11:12:58.668Z,1,-9.9
1,2019-02-01T17:08:10.446Z,1,-10.7
1,2019-02-01T02:17:15.237Z,1,-12.6
1,2019-02-01T06:02:24.199Z,1,-9.8
1,2019-02-01T20:07:12.846Z,1,-13.4
1,2019-02-01T05:39:48.727Z,1,-10.1
1,2019-02-02T05:39:48.727Z,3,6.57
1,2019-02-02T05:39:48.727Z,2,1.6
1,2019-02-02T03:49:14.099Z,1,-3.4
1,2019-02-02T04:08:22.889Z,1,-1.4
1,2019-02-02T17:32:09.780Z,1,-1.3
1,2019-02-02T15:06:47.690Z,1,-1.2
1,2019-02-02T18:19:03.769Z,1,-2.8
1,2019-02-02T17:25:27.890Z,1,-1.7
1,2019-02-02T05:32:07.259Z,1,-1.2
1,2019-02-03T05:32:07.259Z,3,6.25
1,2019-02-03T05:32:07.259Z,2,0
1,2019-02-03T21:54:11.258Z,1,-4.9
1,2019-02-02T23:04:59.273Z,1,-4.5
1,2019-02-03T03:20:25.504Z,1,-2.6
1,2019-02-03T05:47:39.968Z,1,-2.5
1,2019-02-04T05:47:39.968Z,3,6.33
1,2019-02-04T05:47:39.968Z,2,0
1,2019-02-04T16:48:32.100Z,1,-0.9
1,2019-02-04T05:23:07.326Z,1,0.1
1,2019-02-05T05:23:07.326Z,3,5.67
1,2019-02-05T05:23:07.326Z,2,1
1,2019-02-05T14:22:15.311Z,1,-7.8
1,2019-02-05T10:58:32.764Z,1,-8
1,2019-02-05T19:04:03.664Z,1,-9.8
1,2019-02-05T07:37:16.767Z,1,-8.1
1,2019-02-05T02:29:17.427Z,1,-10.1
1,2019-02-05T15:25:43.236Z,1,-8.1
1,2019-02-06T15:25:43.236Z,3,6.19
1,2019-02-06T15:25:43.236Z,2,2.5
1,2019-02-06T08:58:36.522Z,1,0.7
1,2019-02-05T23:48:51.995Z,1,-2.5
1,2019-02-06T07:10:37.076Z,1,0.8
1,2019-02-06T17:53:36.348Z,1,-0.4
1,2019-02-07T17:53:36.348Z,3,6.06
1,2019-02-07T17:53:36.348Z,2,4.8
1,2019-02-07T15:02:07.745Z,1,-4.6
1,2019-02-07T01:39:14.703Z,1,-6
1,2019-02-07T03:10:47.951Z,1,-5.9
1,2019-02-07T10:03:16.276Z,1,-4.1
1,2019-02-07T21:33:33.195Z,1,-7.6
1,2019-02-07T01:30:47.886Z,1,-6.7
1,2019-02-07T21:32:07.936Z,1,-6.4
1,2019-02-07T07:46:47.588Z,1,-2.7
1,2019-02-06T22:14:24.448Z,1,-7.5
1,2019-02-07T13:22:46.415Z,1,-3.2
1,2019-02-08T13:22:46.415Z,3,5.79
1,2019-02-08T13:22:46.415Z,2,2.2
1,2019-02-08T09:20:22.588Z,1,6.4
1,2019-02-08T12:14:38.934Z,1,6.1
1,2019-02-08T08:48:59.971Z,1,5.7
1,2019-02-08T14:28:47.676Z,1,5.1
1,2019-02-08T13:05:48.814Z,1,6.3
1,2019-02-07T22:30:18.500Z,1,1.9
1,2019-02-08T06:48:04.525Z,1,6.3
1,2019-02-08T11:40:16.205Z,1,6.3
1,2019-02-09T11:40:16.205Z,3,5.97
1,2019-02-09T11:40:16.205Z,2,0
1,2019-02-09T09:37:59.318Z,1,-1.8
1,2019-02-09T21:19:50.713Z,1,-5.4
1,2019-02-10T21:19:50.713Z,3,6.35
1,2019-02-10T21:19:50.713Z,2,2.4
1,2019-02-10T00:03:30.711Z,1,0.2
1,2019-02-10T07:45:09.492Z,1,2.3
1,2019-02-10T11:18:32.555Z,1,3.6
1,2019-02-10T20:42:18.688Z,1,-0.9
1,2019-02-10T12:01:15.261Z,1,3.5
1,2019-02-10T05:49:55.705Z,1,1.5
1,2019-02-10T02:13:57.711Z,1,0
1,2019-02-10T19:23:22.653Z,1,-0.2
1,2019-02-10T07:28:36.252Z,1,3.6
1,2019-02-10T10:55:04.565Z,1,2.8
1,2019-02-11T10:55:04.565Z,3,6.57
1,2019-02-11T10:55:04.565Z,2,3.5
1,2019-02-11T12:50:13.735Z,1,-5.5
1,2019-02-12T12:50:13.735Z,3,6.39
1,2019-02-12T12:50:13.735Z,2,1.9
1,2019-02-12T19:00:23.782Z,1,3.9
1,2019-02-13T19:00:23.782Z,3,6.3
1,2019-02-13T19:00:23.782Z,2,0
1,2019-02-12T22:43:25.935Z,1,-11.1
1,2019-02-13T08:36:50.473Z,1,-5
1,2019-02-14T08:36:50.473Z,3,6.3
1,2019-02-14T08:36:50.473Z,2,6
1,2019-02-14T15:33:10.819Z,1,6.8
1,2019-02-13T22:18:01.200Z,1,2.7
1,2019-02-14T12:06:05.760Z,1,7.6
1,2019-02-14T18:15:27.490Z,1,3.8
1,2019-02-14T07:14:02.170Z,1,7.1
1,2019-02-15T07:14:02.170Z,3,5.83
1,2019-02-15T07:14:02.170Z,2,2
1,2019-02-14T22:16:59.635Z,1,5.3
1,2019-02-15T21:59:09.222Z,1,5.7
1,2019-02-15T00:15:46.312Z,1,5.7
1,2019-02-16T00:15:46.312Z,3,6.33
1,2019-02-16T00:15:46.312Z,2,2.2
1,2019-02-16T20:40:04.681Z,1,-3.3
1,2019-02-16T11:20:01.745Z,1,-0.1
1,2019-02-17T11:20:01.745Z,3,6.31
1,2019-02-17T11:20:01.745Z,2,0
1,2019-02-17T18:28:10.521Z,1,-6.3
1,2019-02-17T14:08:41.342Z,1,-4.8
1,2019-02-17T09:50:25.915Z,1,-3.2
1,2019-02-17T08:56:55.183Z,1,-3.2
1,2019-02-17T12:12:45.929Z,1,-3.6
1,2019-02-17T14:27:14.643Z,1,-3.9
1,2019-02-17T13:53:19.272Z,1,-4.3
1,2019-02-17T11:23:28.168Z,1,-3.9
1,2019-02-17T20:28:58.377Z,1,-6.8
1,2019-02-17T07:09:08.457Z,1,-4.2
1,2019-02-18T07:09:08.457Z,3,6.16
1,2019-02-18T07:09:08.457Z,2,2.1
1,2019-02-18T02:06:42.712Z,1,6.3
1,2019-02-18T06:26:53.367Z,1,7.7
1,2019-02-18T11:14:34.427Z,1,9.1
1,2019-02-18T14:23:30.736Z,1,9
1,2019-02-19T14:23:30.736Z,3,6.63
1,2019-02-19T14:23:30.736Z,2,0
1,2019-02-19T09:36:04.496Z,1,-1.7
1,2019-02-19T06:10:07.855Z,1,-3.5
1,2019-02-19T19:41:47.993Z,1,-4.9
1,2019-02-20T19:41:47.993Z,3,6.46
1,2019-02-20T19:41:47.993Z,2,2.4
1,2019-02-19T22:26:47.878Z,1,-1.7
1,2019-02-20T18:40:10.561Z,1,0.9
1,2019-02-20T02:54:11.208Z,1,1.9
1,2019-02-21T02:54:11.208Z,3,6.4
1,2019-02-21T02:54:11.208Z,2,0
1,2019-02-21T13:24:04.783Z,1,3.4
1,2019-02-21T06:57:44.880Z,1,3.9
1,2019-02-21T15:02:48.718Z,1,2.2
1,2019-02-21T04:56:16.563Z,1,1.9
1,2019-02-21T17:26:36.164Z,1,1.6
1,2019-02-21T10:35:11.402Z,1,4
1,2019-02-21T20:02:04.037Z,1,0.4
1,2019-02-21T04:21:46.483Z,1,2.5
1,2019-02-22T04:21:46.483Z,3,6.18
1,2019-02-22T04:21:46.483Z,2,0
1,2019-02-22T21:17:29.159Z,1,-5.5
1,2019-02-22T02:33:59.539Z,1,-3.7
1,2019-02-22T08:13:10.046Z,1,-1.7
1,2019-02-22T20:11:14.340Z,1,-3.2
1,2019-02-22T16:51:56.529Z,1,-2.6
1,2019-02-22T18:00:06.282Z,1,-3.6
1,2019-02-22T00:16:04.651Z,1,-4.9
1,2019-02-23T00:16:04.651Z,3,6.44
1,2019-02-23T00:16:04.651Z,2,1.9
1,2019-02-23T03:40:21.436Z,1,8.1
1,2019-02-23T02:04:33.871Z,1,8.3
1,2019-02-23T01:50:27.665Z,1,6
1,2019-02-23T16:38:29.634Z,1,8.5
1,2019-02-23T08:20:51.424Z,1,9.5
1,2019-02-23T05:31:34.436Z,1,8.1
1,2019-02-23T03:36:09.589Z,1,8.3
1,2019-02-23T21:20:10.066Z,1,5.2
1,2019-02-24T21:20:10.066Z,3,6.24
1,2019-02-24T21:20:10.066Z,2,0
1,2019-02-24T13:37:56.837Z,1,8.9
1,2019-02-24T19:14:20.385Z,1,6.4
1,2019-02-24T07:06:55.074Z,1,8.1
1,2019-02-24T07:45:12.745Z,1,8.1
1,2019-02-24T11:40:59.752Z,1,8.9
1,2019-02-24T13:00:41.536Z,1,9
1,2019-02-24T03:12:26.175Z,1,7.5
1,2019-02-24T10:24:32.558Z,1,10.1
1,2019-02-25T10:24:32.558Z,3,6.08
1,2019-02-25T10:24:32.558Z,2,4.4
1,2019-02-25T07:45:48.496Z,1,-0.9
1,2019-02-25T07:09:41.224Z,1,-2.1
1,2019-02-25T09:46:23.271Z,1,-1.6
1,2019-02-26T09:46:23.271Z,3,5.68
1,2019-02-26T09:46:23.271Z,2,0
1,2019-02-26T00:04:23.906Z,1,6.2
1,2019-02-26T05:43:59.851Z,1,9.7
1,2019-02-26T12:12:15.080Z,1,10.5
1,2019-02-25T22:31:57.494Z,1,5.5
1,2019-02-26T05:41:47.681Z,1,9.8
1,2019-02-27T05:41:47.681Z,3,5.98
1,2019-02-27T05:41:47.681Z,2,0
1,2019-02-27T10:58:08.652Z,1,11.2
1,2019-02-28T10:58:08.652Z,3,5.96
1,2019-02-28T10:58:08.652Z,2,0
1,2019-02-28T14:31:12.978Z,1,0.6
1,2019-02-28T17:10:35.837Z,1,0.2
1,2019-02-28T15:50:40.873Z,1,-0.1
1,2019-02-27T22:01:16.399Z,1,-3.8
1,2019-02-28T22:01:16.399Z,3,6.24
1,2019-02-28T22:01:16.399Z,2,0
1,2019-03-01T12:30:50.367Z,1,9.9
1,2019-03-02T12:30:50.367Z,3,6.01
1,2019-03-02T12:30:50.367Z,2,0
1,2019-03-02T13:29:08.821Z,1,11.7
1,2019-03-02T00:37:43.013Z,1,7.7
1,2019-03-01T23:55:08.913Z,1,6.7
1,2019-03-02T23:55:08.913Z,3,6.36
1,2019-03-02T23:55:08.913Z,2,0
1,2019-03-03T13:43:07.769Z,1,-0.3
1,2019-03-03T07:27:51.005Z,1,0.3
1,2019-03-03T08:26:22.659Z,1,0
1,2019-03-02T23:49:43.220Z,1,-4.1
1,2019-03-03T17:47:16.287Z,1,-1.5
1,2019-03-04T17:47:16.287Z,3,6.13
1,2019-03-04T17:47:16.287Z,2,5.4
1,2019-03-04T01:16:23.422Z,1,7.7
1,2019-03-04T19:22:10.435Z,1,8.7
1,2019-03-04T05:10:02.899Z,1,9.4
1,2019-03-04T09:20:19.187Z,1,11.1
1,2019-03-05T09:20:19.187Z,3,5.84
1,2019-03-05T09:20:19.187Z,2,0
1,2019-03-05T13:45:37.261Z,1,2
1,2019-03-05T13:25:04.667Z,1,1.5
1,2019-03-06T13:25:04.667Z,3,5.75
1,2019-03-06T13:25:04.667Z,2,2.5
1,2019-03-06T08:15:36.256Z,1,7
1,2019-03-06T16:34:29.823Z,1,5.2
1,2019-03-06T07:55:57.507Z,1,6.4
1,2019-03-06T21:28:49.254Z,1,2.9
1,2019-03-05T23:57:37.327Z,1,1.8
1,2019-03-06T14:28:40.737Z,1,6.4
1,2019-03-06T21:59:13.455Z,1,1.3
1,2019-03-07T21:59:13.455Z,3,6
1,2019-03-07T21:59:13.455Z,2,0
1,2019-03-07T16:10:31.934Z,1,3.7
1,2019-03-07T12:46:39.215Z,1,5.7
1,2019-03-07T01:55:02.270Z,1,1.5
1,2019-03-07T10:57:41.286Z,1,5.7
1,2019-03-07T18:02:31.667Z,1,2.5
1,2019-03-07T11:18:30.176Z,1,5.3
1,2019-03-08T11:18:30.176Z,3,6.58
1,2019-03-08T11:18:30.176Z,2,4.9
1,2019-03-08T21:08:38.585Z,1,10.4
1,2019-03-08T03:24:20.122Z,1,11.5
1,2019-03-08T18:42:25.290Z,1,12.3
1,2019-03-08T00:02:08.572Z,1,11.4
1,2019-03-08T07:57:17.779Z,1,14
1,2019-03-08T10:32:18.170Z,1,13.6
1,2019-03-08T16:33:54.934Z,1,12.5
1,2019-03-08T02:55:57.200Z,1,11.5
1,2019-03-08T06:06:13.270Z,1,14.3
1,2019-03-08T11:46:54.273Z,1,14.3
1,2019-03-09T11:46:54.273Z,3,6.48
1,2019-03-09T11:46:54.273Z,2,2.4
1,2019-03-09T04:33:49.255Z,1,10.7
1,2019-03-09T05:40:03.758Z,1,10.4
1,2019-03-09T19:36:14.608Z,1,9.3
1,2019-03-09T16:32:32.378Z,1,10.1
1,2019-03-09T20:05:16.369Z,1,8.3
1,2019-03-09T10:07:42.564Z,1,13
1,2019-03-09T00:15:56.831Z,1,7.5
1,2019-03-09T14:43:04.324Z,1,11.2
1,2019-03-09T20:57:17.557Z,1,9.5
1,2019-03-09T01:06:52.587Z,1,9
1,2019-03-10T01:06:52.587Z,3,5.98
1,2019-03-10T01:06:52.587Z,2,1.8
1,2019-03-09T23:22:11.219Z,1,-2.4
1,2019-03-09T23:08:22.629Z,1,-2.2
1,2019-03-10T01:33:49.213Z,1,-0.5
1,2019-03-11T01:33:49.213Z,3,6
1,2019-03-11T01:33:49.213Z,2,0
1,2019-03-11T20:15:14.003Z,1,10.9
1,2019-03-11T01:44:20.530Z,1,12
1,2019-03-12T01:44:20.530Z,3,5.99
1,2019-03-12T01:44:20.530Z,2,1.8
1,2019-03-12T02:28:15.416Z,1,1.8
1,2019-03-12T13:17:55.651Z,1,3.9
1,2019-03-11T23:52:25.566Z,1,0.8
1,2019-03-12T01:01:11.751Z,1,1.1
1,2019-03-12T20:19:52.287Z,1,1.8
1,2019-03-12T04:04:14.019Z,1,2.9
1,2019-03-12T18:21:06.546Z,1,2
1,2019-03-12T02:27:53.558Z,1,3.2
1,2019-03-12T19:22:09.921Z,1,2.4
1,2019-03-12T07:52:52.236Z,1,5.1
1,2019-03-13T07:52:52.236Z,3,5.68
1,2019-03-13T07:52:52.236Z,2,2.1
1,2019-03-13T01:39:11.133Z,1,9.8
1,2019-03-13T10:47:15.163Z,1,12
1,2019-03-13T15:21:01.867Z,1,12
1,2019-03-12T22:30:48.891Z,1,8.1
1,2019-03-13T10:43:01.015Z,1,12.9
1,2019-03-13T07:58:27.876Z,1,12.6
1,2019-03-13T08:52:04.312Z,1,12.1
1,2019-03-13T02:35:17.292Z,1,11
1,2019-03-13T20:42:02.367Z,1,9
1,2019-03-14T20:42:02.367Z,3,5.78
1,2019-03-14T20:42:02.367Z,2,2.3
1,2019-03-14T11:12:07.825Z,1,15.1
1,2019-03-14T10:38:31.023Z,1,13.6
1,2019-03-14T16:52:02.471Z,1,12.7
1,2019-03-14T19:59:18.542Z,1,11.7
1,2019-03-14T21:26:55.862Z,1,9.4
1,2019-03-14T12:59:18.329Z,1,14.2
1,2019-03-14T16:27:13.883Z,1,12.6
1,2019-03-14T04:26:05.666Z,1,13.2
1,2019-03-14T01:18:47.401Z,1,10.6
1,2019-03-14T04:46:30.428Z,1,12.2
1,2019-03-15T04:46:30.428Z,3,5.81
1,2019-03-15T04:46:30.428Z,2,0
1,2019-03-15T14:26:39.294Z,1,15.7
1,2019-03-15T02:40:27.964Z,1,14.5
1,2019-03-15T11:07:07.004Z,1,16.5
1,2019-03-15T08:44:31.704Z,1,17.4
1,2019-03-14T23:10:05.275Z,1,11.8
1,2019-03-15T03:28:49.344Z,1,14.7
1,2019-03-15T01:07:29.983Z,1,14.3
1,2019-03-15T04:20:11.617Z,1,14.5
1,2019-03-16T04:20:11.617Z,3,6.3
1,2019-03-16T04:20:11.617Z,2,2.9
1,2019-03-16T07:49:49.718Z,1,13.9
1,2019-03-16T03:06:50.482Z,1,10.9
1,2019-03-15T22:42:14.176Z,1,9.3
1,2019-03-15T23:44:38.078Z,1,9
1,2019-03-16T23:44:38.078Z,3,6.52
1,2019-03-16T23:44:38.078Z,2,0
1,2019-03-17T20:18:24.670Z,1,9.6
